64

19 302
22 13 41
5 24 53
5 18 64
17 1 6
11 11 52
5 17 85
18 28 28
11 1 59
3 14 85
17 16 85
1 24 84
16 11 91
4 4 37
25 18 46
27 29 51
7 6 72
5 19 72
5 6 67
10 27 40
26 4 18
20 13 70
23 6 32
18 24 20
6 18 92
27 20 11
24 3 76
5 19 88
10 16 99
28 22 72
3 23 72
7 12 72
4 21 61
19 17 91
28 8 30
18 15 34
20 20 54
2 2 80
17 9 88
9 20 41
3 4 26
6 12 79
26 3 33
5 8 83
12 23 14
27 14 78
9 23 76
11 18 82
19 17 67
2 17 3
5 24 78
8 17 63
11 16 28
10 18 6
24 10 68
29 21 60
22 20 92
2 23 92
18 6 1
6 18 66
21 10 62
9 24 14
24 15 42
5 23 60
14 6 11
26 22 24
16 6 87
10 20 4
7 14 57
17 27 84
26 4 32
12 14 75
18 3 95
11 14 25
9 6 49
1 22 33
28 29 55
18 28 44
2 29 81
21 11 33
16 26 60
1 25 84
24 24 25
8 18 6
6 7 39
19 10 43
18 8 26
16 14 85
8 21 64
18 27 61
6 19 97
2 29 82
25 13 83
5 22 90
12 26 68
21 9 27
20 22 40
26 24 46
9 15 49
27 28 59
17 24 12
8 14 89
20 26 68
4 23 44
1 20 44
9 22 68
22 13 2
9 21 1
15 8 58
5 1 58
28 12 81
4 20 41
21 29 74
7 25 53
26 18 41
11 22 72
23 9 93
7 16 32
6 10 73
6 5 85
9 6 77
20 6 50
11 14 34
28 3 66
16 25 87
1 10 17
9 4 32
16 3 24
26 10 86
22 2 24
27 27 45
4 13 63
9 23 21
11 4 85
7 12 50
16 9 12
11 23 40
13 23 88
22 21 60
15 16 64
12 17 10
16 18 30
10 9 15
5 3 43
9 3 20
17 3 82
2 10 57
17 18 88
29 13 9
16 24 95
3 20 29
12 14 42
20 2 82
15 28 85
9 6 69
11 19 20
13 2 60
22 4 69
5 3 24
21 15 15
11 20 61
16 21 12
18 1 31
16 18 91
21 3 78
2 17 94
3 18 2
28 21 92
1 2 56
15 12 53
26 29 49
10 19 54
10 20 97
19 25 47
22 14 99
9 20 73
19 29 55
2 20 99
3 25 96
7 6 8
6 27 30
25 22 43
7 25 42
23 23 57
8 8 30
27 4 73
18 23 62
1 23 58
25 13 78
22 24 99
12 20 87
25 25 55
20 11 12
14 26 45
13 2 92
8 28 85
1 18 70
15 25 48
27 5 61
21 8 69
3 17 72
28 2 25
9 4 78
5 4 79
28 26 29
18 27 27
6 25 99
23 3 47
19 3 28
18 27 32
5 6 25
27 26 83
22 12 55
25 9 31
22 20 21
19 26 54
6 11 55
29 18 40
2 10 66
20 20 60
26 22 25
22 19 0
4 5 40
12 29 59
23 20 52
20 1 17
1 28 39
18 3 88
27 13 65
18 20 82
2 7 58
12 19 16
17 29 82
16 2 86
27 20 7
19 2 28
17 22 23
12 11 95
24 28 93
7 9 43
5 18 31
24 15 82
15 4 82
16 25 88
27 13 83
28 23 88
13 15 57
15 7 98
13 9 54
21 1 87
2 1 62
16 24 56
12 9 20
7 1 43
11 1 36
4 26 51
18 12 59
17 6 46
25 11 57
17 2 53
10 8 72
4 10 73
4 27 20
26 8 50
26 25 49
22 10 78
25 15 11
22 24 25
24 18 14
26 16 23
25 27 45
26 9 14
23 28 8
1 29 67
17 29 26
18 10 73
25 15 44
19 1 98
29 24 87
15 14 63
12 12 16
13 19 57
11 21 46
11 27 3
10 21 23
11 11 90
25 15 7
18 6 34
12 18 69
17 17 16
28 12 32
9 2 91
1 9 65
19 17 26
11 9 77
21 17 71
6 22 34
3 13 30
21 15 31
8 16 55
20 3 75
13 22 38
22 24 8
1 7 96
10 22 17
26 8 50
10 13 20
15 26 18
29 27 96
8 10 40
10 2 17
23 22 92
17 13 22
15 4 56
28 13 45
7 25 65
11 28 10
7 20 34
25 23 77
5 9 60
28 24 98
12 28 76
24 8 33
19 9 86
2 11 9
18 13 37
8 12 36
28 21 45
21 6 46
1 12 70
24 25 24
14 18 36
22 25 92
1 19 4
3 20 16
16 19 98
27 24 99
10 2 93
8 7 97
19 7 59
7 3 20
16 27 49
12 24 39
1 8 15
20 17 29
9 12 84
24 4 40
25 24 59
23 13 81
29 22 30
24 24 70
21 3 0
7 4 48
14 10 98
23 17 32
5 26 17
29 21 36
15 5 27
27 20 37
12 21 14
27 25 30
29 5 11
25 1 45
5 8 77
21 8 58
9 27 62
29 17 35
26 23 27
16 25 33
29 12 52
24 27 93
28 29 80
21 21 59
28 4 24
27 1 38
24 19 32
4 26 92
18 4 60
13 17 94
16 27 79
6 12 94
5 22 61
17 24 85
21 21 13
21 15 95
2 21 65
28 6 90
2 20 56
18 22 94
7 11 40
18 19 10
11 1 85
5 23 29
18 15 35
3 18 33
23 27 85
20 23 2
3 13 22
24 21 21
26 13 84
8 12 63
8 24 5
22 3 41
28 19 78
16 27 97
6 25 80
28 17 15
11 28 95
3 11 31
7 3 69
18 2 90
4 10 87
27 28 74
16 13 36
13 16 90
1 12 27
9 23 17
8 3 50
18 6 83
13 24 61
14 2 25
15 16 37
13 8 86
17 13 97
3 16 57
15 27 5
8 13 25
2 27 71
28 14 14
14 24 79
16 3 97
23 28 84
2 27 45
6 23 73
14 26 46
11 5 63
23 13 7
20 22 94
25 29 71
19 25 21
13 25 65
11 1 42
8 28 47
22 22 97
19 12 36
23 25 51
28 15 21
20 4 16
19 15 37
7 24 17
23 9 67
24 2 14
14 17 97
7 25 0
10 9 22
26 7 74
11 6 61
6 7 7
20 12 84
6 12 10
14 1 65
7 24 46
23 29 88
10 4 40
19 29 24
17 15 86
22 7 93
21 5 4
3 14 13
6 4 95
27 1 19
22 12 3
13 17 88
8 6 75
7 23 59
13 19 30
19 4 39
15 19 56
28 19 0
24 21 61
24 8 56
27 29 4
14 27 72
19 3 57
12 18 59
23 13 53
18 25 16
7 29 7
17 16 87
9 26 38
16 12 25
7 24 14
25 21 51
28 29 76
8 16 81
20 1 40
15 27 90
6 6 25
21 29 53
9 13 37
20 20 75
7 13 35
27 11 20
26 14 22
4 27 65
4 23 60
2 4 90
28 23 93
19 12 79
2 25 98
21 1 13
25 21 82
6 10 11
11 23 76
1 27 31
23 29 38
19 1 52
4 9 40
15 1 61
2 26 52
2 2 1
14 19 39
23 20 78
9 3 23
27 19 0
26 1 92
27 24 91
27 3 34
27 2 50
15 27 46
17 16 5
6 18 56
17 24 36
19 19 15
29 24 14
1 22 3
16 13 38
11 14 14
12 18 24
9 8 99
16 29 90
5 14 57
20 12 39
9 25 47
24 9 59
16 19 56
20 18 26
4 5 25
14 19 96
21 21 97
20 9 84
25 5 58
29 27 63
16 8 25
25 20 19
6 2 98
23 14 5
20 4 33
9 25 14
29 7 52
9 10 93
5 7 93
3 1 10
10 13 83
21 26 23
22 4 97
27 18 12
22 23 1
17 16 88
23 29 93
24 5 72
2 14 10
23 18 20
27 21 94
15 10 27
18 16 30
28 27 12
13 23 46
28 10 63
28 25 9
24 11 31
29 26 63
17 17 17
8 9 56
10 3 6
25 16 85
22 14 97
15 2 98
16 11 69
12 7 78
22 18 28
19 24 60
6 14 73
14 27 27
16 29 3
24 8 79
29 5 49
1 21 29
11 13 68
18 11 12
27 28 49
13 2 3
27 5 89
16 25 27
15 15 60
22 14 18
19 29 33
2 7 65
14 20 11
16 20 40
6 23 56
8 19 46
4 3 71
28 14 99
5 1 39
10 24 97
9 13 58
7 22 72
19 2 37
9 22 69
24 22 4
13 20 64
15 22 15
20 21 30
20 6 87
7 5 43
19 9 23
3 3 82
4 19 95
26 11 36
10 19 17
29 25 86
21 8 99
12 24 97
17 23 57
13 26 41
22 9 21
16 14 26
26 26 77
7 26 38
18 6 44
13 1 7
20 8 75
7 22 17
29 26 86
17 12 71
25 5 23
2 7 99
27 20 72
23 20 31
21 16 97
13 29 23
21 26 25
13 7 71
1 28 38
12 20 18
16 25 2
23 14 65
5 18 90
24 10 24
10 1 8
1 16 6
19 7 8
25 17 66
23 25 77
5 3 50
1 26 31
14 28 36
24 11 49
25 11 95
25 5 16
4 11 4
10 1 23
18 10 95
5 16 42
7 21 98
24 9 86
14 5 30
24 22 29
6 15 58
2 14 96
5 23 94
5 3 78
6 22 70
21 7 97
13 6 45
13 9 84
17 5 16
10 14 6
16 17 46
29 7 63
14 22 65
16 11 59
29 1 5
27 8 74
3 19 38
4 20 5

33 21
10 28 67
3 6 19
17 21 77
2 30 83
7 18 88
23 17 18
30 19 71
16 19 20
31 24 67
12 29 97
7 4 96
12 33 49
31 29 52
27 9 18
9 32 1
25 31 96
9 20 97
27 21 23
15 25 88
9 20 63
10 33 91

31 733
31 21 87
30 4 68
11 18 33
16 15 86
27 22 62
19 8 8
2 9 75
24 12 13
15 6 1
29 22 32
18 18 17
21 8 53
5 3 12
18 30 72
8 29 28
15 23 34
21 8 15
30 20 84
3 17 69
24 19 45
10 21 65
15 23 2
17 23 41
16 31 35
11 21 74
2 9 38
10 13 0
27 17 36
10 13 84
26 19 50
16 22 20
5 12 33
27 19 58
24 30 75
13 25 28
22 27 27
1 10 79
17 13 65
27 14 98
14 16 27
5 9 89
16 12 52
1 27 70
28 25 55
21 8 31
14 30 78
23 22 27
2 24 49
16 18 23
29 20 24
6 16 47
15 27 7
8 11 10
2 19 96
7 19 6
3 31 60
24 1 50
14 2 78
30 19 30
18 30 41
2 22 62
26 19 17
5 30 89
23 9 38
8 13 89
7 6 70
7 13 12
6 8 47
23 6 87
21 17 36
9 25 17
28 3 75
24 27 10
30 28 44
11 27 32
17 31 57
27 5 50
3 3 85
8 13 69
22 20 20
13 12 66
16 4 56
11 20 96
7 6 0
1 15 14
31 30 94
4 19 54
5 13 92
17 12 89
3 2 25
14 10 39
16 25 47
2 7 65
7 11 86
21 11 98
18 21 89
5 17 34
15 6 93
24 28 70
25 25 0
2 11 20
26 11 98
31 26 15
8 18 29
16 15 37
5 10 70
21 4 91
24 31 94
21 30 71
12 11 89
22 27 18
30 23 26
24 4 69
9 16 42
21 2 50
29 9 55
1 1 3
29 27 2
26 6 42
5 6 66
31 30 99
20 23 79
23 8 55
6 21 42
7 8 28
13 12 11
14 18 79
7 14 66
10 1 71
15 5 15
12 19 95
1 24 35
8 25 33
26 16 6
2 16 86
11 3 58
28 18 46
9 31 40
7 11 90
11 16 65
30 23 4
20 29 31
11 24 68
26 8 36
10 28 77
10 21 45
27 27 43
25 13 79
4 6 2
18 6 11
9 22 68
7 17 29
28 9 73
4 9 55
29 2 70
18 24 97
12 24 97
22 21 99
25 24 71
30 2 36
19 20 12
2 2 90
10 2 10
18 13 53
18 17 77
10 31 72
31 23 93
21 8 85
11 18 44
11 29 10
30 24 94
29 29 58
30 8 29
10 11 80
26 18 42
25 21 50
16 9 97
22 6 79
6 25 26
1 4 40
24 10 85
19 4 81
26 27 10
6 29 92
21 16 40
10 19 20
19 28 80
24 7 71
15 4 91
16 9 60
24 27 18
25 7 29
18 16 31
16 22 88
29 5 52
14 12 53
10 15 63
16 29 28
17 2 33
26 9 73
19 16 60
23 15 87
8 30 17
27 9 27
29 22 50
10 22 28
22 1 64
19 28 54
18 15 31
24 15 67
8 28 8
20 31 87
18 27 90
25 7 26
13 3 40
4 24 20
4 28 91
29 13 81
13 9 65
25 21 34
19 28 48
16 21 29
11 4 54
15 23 59
15 4 79
8 14 70
4 1 82
14 8 34
22 30 3
12 8 73
8 6 66
26 12 46
28 3 48
17 12 41
21 12 52
3 25 85
3 7 19
8 22 66
7 5 86
12 27 60
17 11 57
26 13 85
29 28 32
7 22 43
19 28 92
10 18 72
14 15 7
4 14 37
6 28 94
1 28 49
9 9 84
21 25 52
15 3 29
5 6 23
31 26 97
17 3 25
30 14 34
12 25 54
6 10 73
2 2 44
8 4 94
31 21 87
31 31 23
6 8 48
29 21 57
31 19 1
13 24 69
4 14 29
14 7 99
15 3 69
16 29 96
4 4 92
3 28 40
8 4 28
27 12 46
12 21 39
5 14 31
18 2 83
22 2 78
22 6 16
20 10 94
23 22 49
17 30 32
18 7 21
30 18 95
17 24 0
30 1 13
30 17 15
31 5 65
3 7 36
13 18 24
1 14 72
30 11 71
4 8 92
19 11 88
12 8 11
12 15 66
26 24 24
30 17 65
5 29 89
21 1 65
3 20 94
12 31 16
19 24 24
29 4 49
4 11 33
16 4 68
9 24 37
23 11 23
21 26 57
19 10 6
7 7 66
4 3 38
28 27 1
29 23 28
7 7 20
8 1 24
31 5 5
10 2 31
2 27 19
11 26 4
15 11 11
18 30 16
13 29 40
5 14 78
9 27 18
9 10 72
13 8 10
13 13 8
8 9 79
31 21 12
11 20 77
9 25 15
5 1 96
18 4 44
11 3 55
18 5 19
25 15 48
6 23 85
12 8 0
1 22 54
20 14 55
14 23 16
12 13 79
16 16 94
16 21 93
18 3 96
1 25 27
22 24 44
29 4 81
17 22 7
31 7 28
20 31 5
1 2 57
17 5 24
6 24 37
9 19 14
2 3 28
25 9 40
28 18 64
16 8 75
21 30 38
20 7 81
19 26 72
22 25 7
12 9 31
30 5 3
30 17 37
7 30 86
23 1 35
30 30 36
28 13 43
1 24 16
26 25 67
20 24 30
26 9 1
28 30 73
14 28 95
12 23 45
12 11 21
10 24 3
20 19 2
12 4 44
3 6 88
27 26 45
4 4 86
31 21 53
27 8 60
18 23 88
26 11 25
18 21 88
5 29 3
8 1 10
13 5 36
6 3 59
7 20 37
27 29 50
2 3 57
22 22 91
30 20 90
19 28 89
14 13 24
15 17 42
19 1 57
21 17 90
7 28 73
2 9 55
4 20 14
23 24 44
10 10 91
4 23 32
16 20 66
1 22 99
31 29 76
14 17 89
11 7 79
17 4 36
4 24 17
25 14 79
4 23 65
26 30 98
15 22 70
3 28 83
31 16 1
14 23 59
20 16 16
22 16 62
14 16 99
26 20 31
17 14 1
14 14 52
4 20 21
29 9 83
14 29 81
5 15 24
20 12 6
4 20 98
18 11 58
6 3 0
17 19 21
31 8 64
17 18 60
25 11 23
20 4 62
3 29 48
13 1 75
1 26 22
9 10 27
9 6 62
27 26 2
1 30 14
18 16 99
26 4 27
29 20 31
24 18 14
25 18 37
17 4 67
25 23 15
30 26 80
22 4 49
19 27 71
3 18 0
6 21 59
23 18 81
9 6 49
24 23 37
26 21 54
15 17 46
10 19 24
13 29 40
8 1 16
23 3 19
12 21 9
28 2 11
31 11 85
22 11 33
9 4 76
23 14 42
8 14 6
3 13 33
1 31 74
4 5 43
22 12 95
23 23 5
31 24 57
11 2 17
12 3 74
23 26 43
6 1 43
16 16 2
15 10 21
17 9 72
28 28 6
18 27 83
10 21 36
9 15 66
11 27 63
3 15 29
3 26 61
16 10 37
25 30 45
31 17 53
27 7 36
21 18 48
10 18 55
22 17 91
17 27 89
1 15 77
24 27 99
2 10 63
29 9 52
14 21 90
20 17 22
4 8 45
21 16 66
7 29 42
31 19 91
14 20 90
7 21 84
16 24 68
25 12 93
12 23 35
28 31 64
5 3 36
18 23 40
14 20 6
1 6 58
20 7 7
7 5 86
31 27 5
9 17 52
31 4 26
30 5 80
31 24 3
22 15 42
8 24 4
14 9 81
18 21 14
22 16 31
17 15 33
31 29 34
4 6 34
6 22 77
29 4 31
10 17 99
3 17 95
9 29 62
29 9 94
11 9 82
25 13 14
21 14 56
26 25 7
14 3 48
16 9 99
1 11 43
17 4 22
15 2 93
23 11 67
29 6 3
8 22 89
21 22 76
13 22 26
13 22 61
19 28 14
30 28 91
31 8 30
30 19 41
9 9 0
12 23 77
2 17 5
24 3 15
12 8 47
31 6 82
26 15 49
22 8 33
29 1 84
16 9 46
22 29 85
13 8 47
28 13 14
30 25 52
6 27 18
9 10 19
23 4 60
28 18 35
29 28 40
4 4 49
31 9 3
5 22 25
17 13 66
10 5 16
4 19 3
13 10 6
14 1 85
29 17 4
25 21 8
26 22 73
3 5 96
22 7 76
3 22 43
6 30 2
24 8 20
2 18 45
1 5 11
15 13 66
5 18 97
24 17 86
29 18 81
2 16 69
23 18 47
22 3 31
27 27 23
11 20 41
13 26 9
24 13 34
10 30 3
24 5 9
9 6 49
24 10 29
9 2 74
9 27 4
2 27 34
22 16 68
14 7 68
26 27 15
22 31 18
27 7 85
1 5 90
8 31 84
9 26 91
5 12 55
31 15 30
13 13 87
20 21 69
15 10 91
12 21 70
19 9 53
23 19 29
21 4 79
15 13 74
24 29 11
5 21 75
17 13 37
6 27 91
13 22 97
31 12 89
9 23 24
25 25 10
29 27 0
10 6 24
5 23 56
24 10 52
5 28 46
29 25 58
20 10 8
31 7 12
20 16 87
13 10 72
8 25 57
12 28 77
3 11 76
12 16 57
6 26 7
30 18 9
8 14 37
13 22 33
28 27 64
5 10 39
29 15 35
23 19 79
2 28 2
16 10 11
8 16 38
25 23 19
5 28 95
24 21 65
20 13 68
27 20 80
10 8 10
26 2 63
22 6 63
31 11 68
15 27 29
5 13 45
1 31 26
22 22 82
1 26 75
21 23 46
28 26 15
29 22 91
2 8 55
12 24 79
5 24 25
17 31 51
15 31 68
5 3 65
30 30 74
22 11 63
14 21 68
3 6 28
8 17 21
31 15 51
23 15 33
22 26 53
19 9 35
20 26 21
18 31 29
28 6 79
15 29 52
19 18 58
4 3 15
18 17 35
31 12 90
23 10 9
31 21 37
24 17 56
23 17 97
26 12 87
22 27 77
6 23 81
8 21 92
23 24 65
3 24 84
10 15 73
31 25 84
16 23 37
31 6 50
11 7 49
4 4 96
27 13 61
14 10 24
7 7 5
28 20 57

32 184
18 28 39
12 2 21
22 9 60
23 3 97
16 23 73
9 6 26
29 13 12
11 31 91
32 28 36
30 14 68
25 9 22
26 22 11
2 31 38
5 8 68
27 5 46
32 11 73
12 3 62
11 19 78
6 7 0
19 19 32
27 17 81
17 1 61
15 27 86
22 11 83
26 18 75
4 7 10
6 5 69
24 32 69
30 4 83
17 8 24
1 9 91
1 2 25
28 20 49
6 8 23
23 31 92
30 17 81
2 3 68
1 32 66
5 7 17
12 19 7
21 18 7
22 12 39
10 21 16
17 13 75
15 25 36
32 31 95
2 7 28
1 21 45
7 27 30
25 30 30
11 17 77
22 4 57
10 24 79
22 7 32
15 28 48
13 7 6
19 15 69
8 24 54
2 2 34
31 16 92
15 10 53
18 23 59
10 26 36
16 6 37
11 2 83
17 13 69
31 22 77
23 1 27
24 11 38
8 28 27
17 5 53
7 24 75
1 32 81
6 17 90
8 24 25
20 13 24
9 14 84
9 2 35
20 28 73
15 24 76
19 17 31
10 25 11
9 18 30
25 20 14
17 5 47
29 1 78
11 14 17
12 25 30
7 26 26
30 18 89
15 18 11
7 1 49
24 23 10
11 13 34
15 9 59
16 11 19
29 1 31
21 31 77
14 5 36
31 31 95
16 6 84
17 32 6
7 2 88
20 13 63
28 16 69
6 3 84
6 18 83
4 12 51
9 16 75
7 27 80
12 4 42
11 26 42
13 23 46
25 10 84
8 8 71
10 20 6
27 15 68
6 6 25
22 17 9
16 9 97
19 31 79
13 5 18
3 27 17
12 24 85
19 7 9
6 18 52
20 2 81
25 23 31
9 16 29
17 17 14
16 24 81
20 11 68
15 8 32
6 17 62
12 18 73
29 26 40
30 11 41
21 22 65
4 7 61
21 13 58
12 3 34
22 11 33
29 31 1
13 21 83
30 22 68
23 10 23
1 4 12
23 17 1
29 22 69
10 4 25
12 3 17
22 16 72
20 17 14
8 32 58
29 20 39
7 20 20
10 16 3
26 9 71
15 23 5
19 8 38
21 13 31
4 29 18
21 3 19
20 6 18
8 21 25
27 1 69
10 4 87
18 8 72
8 1 93
15 23 8
27 22 78
24 32 86
26 31 17
31 17 77
19 10 97
20 32 48
23 27 2
30 32 75
31 29 68
21 9 4
11 7 6
10 25 45
9 15 92
25 24 65

100 0

5 5
1 3 512
3 1 256
3 4 128
3 4 256
5 4 0
